-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 12/31/2020 through 01/01/2022 
Location: Latitude  0.8018   Longitude 127.9988 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 293.87 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M     MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,WS10M,WD10M,WS50M,WD50M
2020,12,31,9,3.31,321.42,3.51,321.78
2020,12,31,10,3.37,320.18,3.54,320.55
2020,12,31,11,3.6,318.17,3.76,318.37
2020,12,31,12,3.96,315.56,4.13,315.84
2020,12,31,13,4.41,312.63,4.58,312.86
2020,12,31,14,4.77,312.21,4.98,312.39
2020,12,31,15,5.0,312.66,5.25,312.83
2020,12,31,16,5.08,312.13,5.39,312.3
2020,12,31,17,4.92,310.82,5.36,310.98
2020,12,31,18,4.04,311.31,5.05,311.43
2020,12,31,19,3.34,314.34,4.73,314.67
2020,12,31,20,3.06,318.83,4.55,319.17
2020,12,31,21,2.94,322.67,4.49,323.07
2020,12,31,22,2.83,325.92,4.38,326.34
2020,12,31,23,2.79,327.47,4.35,327.99
2021,1,1,0,2.76,329.51,4.31,329.95
2021,1,1,1,2.77,332.28,4.34,332.88
2021,1,1,2,2.77,335.89,4.35,336.48
2021,1,1,3,2.74,339.5,4.28,340.04
2021,1,1,4,2.76,343.21,4.25,343.66
2021,1,1,5,2.73,347.76,4.12,348.31
2021,1,1,6,2.54,352.77,3.74,353.4
2021,1,1,7,2.15,357.5,3.17,358.16
2021,1,1,8,2.55,0.53,2.72,1.48
2021,1,1,9,2.64,353.21,2.76,354.14
2021,1,1,10,2.74,345.49,2.83,346.27
2021,1,1,11,2.93,338.09,3.02,338.42
2021,1,1,12,3.06,332.32,3.16,332.49
2021,1,1,13,3.24,326.12,3.35,326.12
2021,1,1,14,3.44,320.53,3.57,320.42
2021,1,1,15,3.61,318.42,3.77,318.19
2021,1,1,16,3.76,319.39,3.96,319.33
2021,1,1,17,3.71,322.96,4.05,323.0
2021,1,1,18,3.08,327.32,4.14,327.48
2021,1,1,19,2.77,332.06,4.22,332.44
2021,1,1,20,2.66,336.45,4.16,336.76
2021,1,1,21,2.61,337.66,4.07,338.12
2021,1,1,22,2.59,335.98,4.02,336.38
2021,1,1,23,2.65,334.27,4.1,334.61
2021,1,2,0,2.76,333.22,4.29,333.62
2021,1,2,1,2.88,333.37,4.47,333.66
2021,1,2,2,2.98,334.17,4.63,334.6
2021,1,2,3,2.96,336.34,4.57,336.72
2021,1,2,4,2.82,341.11,4.3,341.57
2021,1,2,5,2.59,349.57,3.82,349.98
2021,1,2,6,2.29,357.65,3.26,358.08
2021,1,2,7,1.93,4.42,2.81,4.79
2021,1,2,8,2.44,8.47,2.62,9.1
2021,1,2,9,2.64,9.55,2.78,10.05
2021,1,2,10,2.73,7.74,2.85,8.2
2021,1,2,11,2.69,4.33,2.79,4.34
2021,1,2,12,2.7,2.32,2.79,2.41
2021,1,2,13,2.69,3.49,2.77,3.56
2021,1,2,14,2.65,4.74,2.72,4.61
2021,1,2,15,2.79,8.2,2.87,7.98
2021,1,2,16,3.04,13.96,3.13,13.55
2021,1,2,17,3.29,19.73,3.45,19.42
2021,1,2,18,2.86,22.99,3.65,22.55
2021,1,2,19,2.47,25.51,3.67,25.47
2021,1,2,20,2.44,30.59,3.74,30.27
2021,1,2,21,2.42,33.79,3.73,33.46
2021,1,2,22,2.35,34.96,3.62,34.72
2021,1,2,23,2.21,33.91,3.4,33.76
2021,1,3,0,2.2,28.2,3.35,27.82
2021,1,3,1,2.2,18.89,3.32,18.39
2021,1,3,2,2.25,13.89,3.38,13.62
2021,1,3,3,2.27,10.5,3.41,10.18
2021,1,3,4,2.32,6.57,3.46,6.35
2021,1,3,5,2.31,3.3,3.42,3.14
2021,1,3,6,2.29,358.44,3.37,358.41
2021,1,3,7,2.57,352.66,3.36,353.06
2021,1,3,8,3.24,348.88,3.44,349.15
2021,1,3,9,3.52,345.87,3.7,346.08
2021,1,3,10,3.8,343.65,3.99,343.84
2021,1,3,11,3.97,340.46,4.15,340.3
2021,1,3,12,4.03,338.26,4.2,338.06
2021,1,3,13,4.08,338.2,4.26,338.0
2021,1,3,14,3.97,337.93,4.14,337.5
2021,1,3,15,3.92,337.37,4.12,336.99
2021,1,3,16,3.95,337.34,4.19,337.17
2021,1,3,17,3.72,339.36,4.07,339.2
2021,1,3,18,3.06,342.03,3.9,341.78
2021,1,3,19,2.63,343.28,3.83,343.16
2021,1,3,20,2.46,343.58,3.74,343.61
2021,1,3,21,2.3,342.61,3.58,342.59
2021,1,3,22,2.19,339.95,3.42,340.07
2021,1,3,23,2.09,336.6,3.22,336.67
2021,1,4,0,2.02,334.82,3.07,335.19
2021,1,4,1,1.96,336.8,2.92,337.34
2021,1,4,2,1.86,340.65,2.72,341.2
2021,1,4,3,1.7,345.32,2.39,346.01
2021,1,4,4,1.53,353.85,2.11,354.48
2021,1,4,5,1.37,12.85,1.86,13.39
2021,1,4,6,1.28,38.06,1.73,38.22
2021,1,4,7,1.24,59.22,1.74,59.74
2021,1,4,8,1.67,70.63,1.91,70.38
2021,1,4,9,1.99,73.13,2.09,72.58
2021,1,4,10,2.1,73.79,2.2,73.05
2021,1,4,11,2.22,71.31,2.3,70.58
2021,1,4,12,2.37,64.03,2.46,63.35
2021,1,4,13,2.77,54.42,2.86,54.01
2021,1,4,14,3.34,50.88,3.47,50.47
2021,1,4,15,3.92,50.02,4.11,49.62
2021,1,4,16,4.48,50.37,4.79,50.03
2021,1,4,17,4.76,51.4,5.36,50.98
2021,1,4,18,4.3,52.53,5.57,52.18
2021,1,4,19,3.84,53.43,5.47,53.13
2021,1,4,20,3.48,54.49,5.24,54.22
2021,1,4,21,3.25,56.08,5.01,55.81
2021,1,4,22,2.97,56.48,4.64,56.26
2021,1,4,23,2.6,56.41,3.99,56.25
2021,1,5,0,2.18,55.8,3.18,55.8
2021,1,5,1,1.91,50.97,2.69,51.0
2021,1,5,2,1.81,43.07,2.5,43.1
2021,1,5,3,1.54,40.48,2.08,40.44
2021,1,5,4,1.05,41.39,1.37,41.31
2021,1,5,5,0.84,51.01,1.08,50.57
2021,1,5,6,1.14,64.49,1.5,63.97
2021,1,5,7,1.64,72.26,2.1,71.83
2021,1,5,8,2.24,76.3,2.37,76.1
2021,1,5,9,2.26,75.39,2.38,75.14
2021,1,5,10,2.4,66.61,2.51,66.47
2021,1,5,11,2.77,53.26,2.84,52.82
2021,1,5,12,3.19,41.53,3.26,40.82
2021,1,5,13,3.55,32.61,3.64,31.74
2021,1,5,14,3.7,26.02,3.81,25.14
2021,1,5,15,3.7,23.37,3.82,22.37
2021,1,5,16,3.62,23.64,3.77,22.9
2021,1,5,17,3.35,26.74,3.57,26.12
2021,1,5,18,2.68,32.25,3.28,31.95
2021,1,5,19,2.1,36.23,3.04,36.1
2021,1,5,20,1.78,39.13,2.71,38.92
2021,1,5,21,1.6,40.06,2.42,39.9
2021,1,5,22,1.6,41.63,2.37,41.26
2021,1,5,23,1.6,43.03,2.32,42.82
2021,1,6,0,1.35,37.73,1.88,37.92
2021,1,6,1,1.08,24.72,1.44,25.32
2021,1,6,2,0.99,10.95,1.29,11.51
2021,1,6,3,0.98,4.12,1.27,5.29
2021,1,6,4,0.92,17.35,1.19,18.43
2021,1,6,5,1.08,40.02,1.42,40.77
2021,1,6,6,1.26,48.01,1.68,48.39
2021,1,6,7,1.36,50.83,1.83,51.42
2021,1,6,8,1.82,53.03,1.92,53.46
2021,1,6,9,1.92,56.76,1.99,57.18
2021,1,6,10,1.87,62.69,1.91,63.02
2021,1,6,11,1.79,63.32,1.81,63.88
2021,1,6,12,1.82,58.7,1.82,58.91
2021,1,6,13,1.99,54.57,1.98,54.8
2021,1,6,14,2.25,51.5,2.24,51.53
2021,1,6,15,2.49,48.56,2.51,48.41
2021,1,6,16,2.7,47.46,2.78,47.39
2021,1,6,17,2.79,46.82,2.94,46.51
2021,1,6,18,2.41,45.53,2.94,45.22
2021,1,6,19,1.86,42.79,2.68,42.63
2021,1,6,20,1.53,40.44,2.28,40.28
2021,1,6,21,1.26,35.95,1.85,35.57
2021,1,6,22,1.04,26.18,1.45,25.87
2021,1,6,23,0.88,3.58,1.17,3.05
2021,1,7,0,0.93,339.89,1.24,339.4
2021,1,7,1,1.13,329.17,1.54,328.89
2021,1,7,2,1.35,327.78,1.87,327.44
2021,1,7,3,1.52,326.56,2.14,326.48
2021,1,7,4,1.61,323.46,2.27,323.68
2021,1,7,5,1.75,314.64,2.46,314.74
2021,1,7,6,1.81,304.1,2.54,304.23
2021,1,7,7,1.83,291.85,2.6,291.48
2021,1,7,8,2.7,279.65,2.93,279.81
2021,1,7,9,3.26,273.57,3.44,273.52
2021,1,7,10,3.85,273.14,4.06,273.09
2021,1,7,11,4.51,276.66,4.77,276.59
2021,1,7,12,5.38,282.32,5.71,282.4
2021,1,7,13,6.33,286.04,6.76,286.17
2021,1,7,14,6.96,287.78,7.48,288.0
2021,1,7,15,6.97,289.86,7.53,290.01
2021,1,7,16,6.59,294.35,7.2,294.34
2021,1,7,17,5.9,298.63,6.67,298.61
2021,1,7,18,4.66,301.99,5.99,301.95
2021,1,7,19,3.52,302.03,5.26,301.94
2021,1,7,20,3.18,300.6,4.94,300.5
2021,1,7,21,3.06,305.96,4.79,305.71
2021,1,7,22,2.99,310.97,4.68,310.74
2021,1,7,23,2.87,313.46,4.43,313.21
2021,1,8,0,2.86,314.0,4.37,313.77
2021,1,8,1,2.87,311.91,4.37,311.81
2021,1,8,2,2.84,308.98,4.31,308.74
2021,1,8,3,2.75,306.09,4.07,305.95
2021,1,8,4,2.6,303.36,3.77,303.16
2021,1,8,5,2.49,302.2,3.56,302.09
2021,1,8,6,2.38,306.04,3.35,305.69
2021,1,8,7,2.23,314.0,3.11,313.37
2021,1,8,8,2.65,320.87,2.81,320.3
2021,1,8,9,2.62,324.46,2.75,323.65
2021,1,8,10,2.74,325.58,2.87,324.53
2021,1,8,11,2.76,325.14,2.87,323.63
2021,1,8,12,2.87,323.85,2.96,322.28
2021,1,8,13,3.07,323.07,3.14,321.36
2021,1,8,14,3.26,323.68,3.33,321.68
2021,1,8,15,3.47,326.56,3.53,324.45
2021,1,8,16,3.62,330.95,3.69,329.47
2021,1,8,17,3.59,336.51,3.76,335.94
2021,1,8,18,2.96,343.29,3.58,343.26
2021,1,8,19,2.37,346.06,3.31,346.36
2021,1,8,20,2.08,347.21,3.07,347.66
2021,1,8,21,1.91,347.95,2.89,348.48
2021,1,8,22,1.81,346.02,2.71,346.32
2021,1,8,23,1.8,336.67,2.65,336.69
2021,1,9,0,1.91,325.33,2.84,325.43
2021,1,9,1,2.04,320.45,3.05,320.4
2021,1,9,2,2.1,326.84,3.12,326.63
2021,1,9,3,2.2,340.92,3.27,340.92
2021,1,9,4,2.32,347.14,3.44,347.26
2021,1,9,5,2.33,346.24,3.42,346.41
2021,1,9,6,2.32,348.54,3.38,348.53
2021,1,9,7,2.6,351.7,3.4,351.68
2021,1,9,8,3.17,354.05,3.36,354.26
2021,1,9,9,3.25,357.1,3.4,356.97
2021,1,9,10,3.33,357.71,3.49,357.18
2021,1,9,11,3.38,355.09,3.52,354.26
2021,1,9,12,3.48,351.36,3.61,350.29
2021,1,9,13,3.59,349.47,3.71,348.22
2021,1,9,14,3.57,349.55,3.7,348.19
2021,1,9,15,3.42,350.8,3.53,349.41
2021,1,9,16,3.21,353.43,3.31,352.27
2021,1,9,17,2.98,356.24,3.1,355.38
2021,1,9,18,2.42,357.41,2.99,356.85
2021,1,9,19,2.0,355.29,2.99,355.05
2021,1,9,20,1.98,353.44,3.02,353.46
2021,1,9,21,2.03,350.9,3.07,350.78
2021,1,9,22,2.06,348.86,3.08,348.89
2021,1,9,23,2.15,347.22,3.19,347.4
2021,1,10,0,2.3,346.25,3.4,346.44
2021,1,10,1,2.43,347.35,3.62,347.52
2021,1,10,2,2.44,350.6,3.61,350.78
2021,1,10,3,2.34,355.2,3.4,355.39
2021,1,10,4,2.21,358.99,3.16,359.15
2021,1,10,5,2.1,0.85,2.95,1.22
2021,1,10,6,1.92,2.8,2.64,3.06
2021,1,10,7,1.64,7.94,2.33,8.1
2021,1,10,8,2.02,12.75,2.21,13.06
2021,1,10,9,2.22,13.45,2.32,13.85
2021,1,10,10,2.42,11.75,2.51,11.83
2021,1,10,11,2.69,9.02,2.78,8.56
2021,1,10,12,2.97,4.38,3.05,3.81
2021,1,10,13,3.2,359.58,3.27,358.63
2021,1,10,14,3.36,355.47,3.45,354.41
2021,1,10,15,3.43,353.98,3.53,352.75
2021,1,10,16,3.34,355.04,3.48,353.82
2021,1,10,17,3.21,358.05,3.44,357.01
2021,1,10,18,2.69,2.33,3.49,1.79
2021,1,10,19,2.32,4.44,3.48,3.73
2021,1,10,20,2.19,4.1,3.37,3.72
2021,1,10,21,2.08,3.01,3.18,2.53
2021,1,10,22,1.94,-0.0,2.88,359.53
2021,1,10,23,1.84,358.3,2.66,358.15
2021,1,11,0,1.8,358.01,2.53,357.87
2021,1,11,1,1.73,358.96,2.38,358.87
2021,1,11,2,1.7,357.1,2.32,357.11
2021,1,11,3,1.68,353.34,2.28,353.51
2021,1,11,4,1.45,359.38,1.92,359.53
2021,1,11,5,1.1,17.4,1.4,17.83
2021,1,11,6,0.82,39.6,1.03,40.7
2021,1,11,7,0.7,53.64,0.85,54.71
2021,1,11,8,0.98,80.84,1.03,81.75
2021,1,11,9,1.24,99.05,1.3,99.69
2021,1,11,10,1.2,109.38,1.25,110.93
2021,1,11,11,0.92,116.35,0.94,119.74
2021,1,11,12,0.57,132.22,0.59,139.32
2021,1,11,13,0.46,173.23,0.52,180.86
2021,1,11,14,0.78,198.8,0.86,202.38
2021,1,11,15,1.29,198.65,1.37,201.01
2021,1,11,16,1.65,199.89,1.74,201.37
2021,1,11,17,1.67,211.61,1.77,212.57
2021,1,11,18,1.42,223.89,1.6,224.8
2021,1,11,19,1.18,240.21,1.44,240.52
2021,1,11,20,1.08,258.69,1.44,258.45
2021,1,11,21,1.15,271.56,1.66,271.08
2021,1,11,22,1.26,276.42,1.86,275.78
2021,1,11,23,1.33,278.41,2.0,277.88
2021,1,12,0,1.4,280.93,2.08,280.38
2021,1,12,1,1.46,287.17,2.15,286.66
2021,1,12,2,1.55,297.34,2.28,296.92
2021,1,12,3,1.6,306.25,2.31,306.21
2021,1,12,4,1.56,316.42,2.2,316.44
2021,1,12,5,1.48,325.72,2.04,326.07
2021,1,12,6,1.42,329.9,1.92,330.52
2021,1,12,7,1.23,334.9,1.69,335.69
2021,1,12,8,1.26,350.36,1.33,350.87
2021,1,12,9,0.95,15.75,0.98,17.14
2021,1,12,10,0.7,36.87,0.71,38.26
2021,1,12,11,0.42,40.49,0.4,44.22
2021,1,12,12,0.39,329.83,0.34,331.07
2021,1,12,13,1.08,304.38,1.01,303.94
2021,1,12,14,1.63,301.1,1.56,300.82
2021,1,12,15,2.05,305.08,2.02,304.74
2021,1,12,16,2.08,310.74,2.1,310.62
2021,1,12,17,2.12,312.16,2.2,312.41
2021,1,12,18,1.99,313.73,2.18,313.98
2021,1,12,19,1.82,317.43,2.18,317.75
2021,1,12,20,1.74,322.1,2.22,322.28
2021,1,12,21,1.85,323.23,2.53,323.66
2021,1,12,22,2.13,321.24,3.04,321.57
2021,1,12,23,2.46,320.03,3.59,320.39
2021,1,13,0,2.86,319.99,4.14,320.13
2021,1,13,1,3.19,318.87,4.61,319.12
2021,1,13,2,3.38,316.68,4.94,316.99
2021,1,13,3,3.45,315.55,5.13,315.86
2021,1,13,4,3.33,315.76,5.04,316.13
2021,1,13,5,3.05,317.49,4.71,317.76
2021,1,13,6,2.76,320.28,4.31,320.66
2021,1,13,7,2.63,323.81,3.93,324.13
2021,1,13,8,3.3,324.92,3.67,325.4
2021,1,13,9,3.59,320.74,3.84,321.19
2021,1,13,10,3.85,314.92,4.09,315.46
2021,1,13,11,3.75,311.46,3.97,311.89
2021,1,13,12,3.49,313.82,3.67,314.14
2021,1,13,13,3.41,318.72,3.58,319.15
2021,1,13,14,3.27,325.02,3.45,325.34
2021,1,13,15,3.04,334.42,3.21,334.62
2021,1,13,16,2.79,345.42,2.97,345.38
2021,1,13,17,2.47,352.54,2.66,352.56
2021,1,13,18,1.87,350.14,2.43,349.99
2021,1,13,19,1.6,347.05,2.5,347.18
2021,1,13,20,1.75,356.93,2.68,357.0
2021,1,13,21,1.98,13.71,2.99,13.75
2021,1,13,22,2.24,25.4,3.39,25.26
2021,1,13,23,2.35,28.35,3.52,28.21
2021,1,14,0,2.35,26.22,3.47,26.33
2021,1,14,1,2.32,23.38,3.4,23.56
2021,1,14,2,2.29,18.74,3.31,19.16
2021,1,14,3,2.17,15.44,3.09,15.87
2021,1,14,4,2.11,13.93,2.97,14.33
2021,1,14,5,2.11,12.64,2.94,13.19
2021,1,14,6,1.99,11.09,2.76,11.76
2021,1,14,7,1.74,9.84,2.47,10.78
2021,1,14,8,1.99,11.58,2.2,12.51
2021,1,14,9,2.04,15.52,2.14,16.78
2021,1,14,10,2.08,18.37,2.16,19.22
2021,1,14,11,2.01,15.76,2.07,15.98
2021,1,14,12,2.06,12.46,2.11,12.18
2021,1,14,13,2.19,8.19,2.23,7.65
2021,1,14,14,2.36,7.22,2.39,6.38
2021,1,14,15,2.59,8.86,2.62,8.06
2021,1,14,16,2.81,8.81,2.88,8.11
2021,1,14,17,2.95,7.31,3.09,6.82
2021,1,14,18,2.76,10.1,3.25,9.69
2021,1,14,19,2.53,15.19,3.47,15.13
2021,1,14,20,2.62,19.35,3.73,19.31
2021,1,14,21,2.72,18.59,4.04,18.61
2021,1,14,22,2.73,13.72,4.18,13.72
2021,1,14,23,2.72,9.25,4.23,9.36
2021,1,15,0,2.72,4.78,4.27,4.94
2021,1,15,1,2.77,357.41,4.35,357.53
2021,1,15,2,2.95,350.24,4.64,350.51
2021,1,15,3,3.0,349.36,4.72,349.42
2021,1,15,4,2.94,352.99,4.63,353.02
2021,1,15,5,2.88,356.11,4.5,356.12
2021,1,15,6,2.8,356.32,4.34,356.39
2021,1,15,7,2.93,354.34,4.4,354.49
2021,1,15,8,3.85,351.49,4.29,351.62
2021,1,15,9,3.96,346.43,4.23,346.55
2021,1,15,10,4.11,339.43,4.34,339.58
2021,1,15,11,4.43,332.4,4.67,332.28
2021,1,15,12,4.67,327.29,4.92,327.24
2021,1,15,13,4.81,324.53,5.07,324.47
2021,1,15,14,4.93,321.69,5.22,321.62
2021,1,15,15,5.01,319.3,5.35,319.26
2021,1,15,16,5.03,317.58,5.44,317.62
2021,1,15,17,4.71,316.61,5.38,316.76
2021,1,15,18,3.92,316.94,5.41,317.05
2021,1,15,19,3.75,317.61,5.66,317.74
2021,1,15,20,3.82,317.82,5.85,318.03
2021,1,15,21,3.93,316.05,6.07,316.25
2021,1,15,22,4.0,312.47,6.19,312.75
2021,1,15,23,4.11,309.14,6.35,309.41
2021,1,16,0,4.13,307.54,6.32,307.82
2021,1,16,1,4.13,306.46,6.3,306.83
2021,1,16,2,4.16,307.21,6.31,307.45
2021,1,16,3,4.28,307.43,6.45,307.77
2021,1,16,4,4.33,307.68,6.5,308.07
2021,1,16,5,4.2,307.15,6.36,307.66
2021,1,16,6,4.16,307.45,6.31,308.01
2021,1,16,7,4.61,307.63,6.35,308.11
2021,1,16,8,5.76,308.0,6.69,308.41
2021,1,16,9,6.68,308.06,7.45,308.44
2021,1,16,10,7.58,307.97,8.45,308.35
2021,1,16,11,8.59,307.28,9.63,307.61
2021,1,16,12,9.73,305.53,10.96,305.98
2021,1,16,13,10.55,303.28,11.93,303.78
2021,1,16,14,10.99,301.69,12.4,302.13
2021,1,16,15,11.24,301.79,12.72,302.13
2021,1,16,16,10.71,303.01,12.33,303.24
2021,1,16,17,9.0,304.67,10.63,304.92
2021,1,16,18,7.33,304.49,9.21,304.77
2021,1,16,19,6.75,302.18,8.8,302.53
2021,1,16,20,6.16,300.66,8.37,300.87
2021,1,16,21,6.1,298.11,8.39,298.35
2021,1,16,22,5.95,294.28,8.28,294.53
2021,1,16,23,6.07,290.09,8.37,290.38
2021,1,17,0,6.34,287.12,8.53,287.31
2021,1,17,1,6.16,286.05,8.31,286.27
2021,1,17,2,5.79,285.97,7.9,286.09
2021,1,17,3,5.31,286.22,7.39,286.39
2021,1,17,4,4.79,286.6,6.89,286.81
2021,1,17,5,4.51,286.4,6.62,286.53
2021,1,17,6,4.55,286.88,6.67,287.03
2021,1,17,7,5.19,287.43,6.89,287.49
2021,1,17,8,6.52,286.42,7.45,286.33
2021,1,17,9,7.65,284.36,8.47,284.25
2021,1,17,10,8.42,282.15,9.24,282.05
2021,1,17,11,8.49,282.92,9.28,282.75
2021,1,17,12,8.28,284.81,8.95,284.67
2021,1,17,13,7.97,286.28,8.58,286.12
2021,1,17,14,7.57,287.67,8.21,287.38
2021,1,17,15,7.34,287.03,8.07,286.7
2021,1,17,16,6.79,287.0,7.57,286.79
2021,1,17,17,5.96,289.29,6.92,289.31
2021,1,17,18,4.64,291.34,6.09,291.46
2021,1,17,19,3.58,292.31,5.28,292.35
2021,1,17,20,3.23,291.85,4.98,291.94
2021,1,17,21,3.05,291.36,4.76,291.47
2021,1,17,22,2.97,289.82,4.67,289.86
2021,1,17,23,3.08,286.78,4.83,286.82
2021,1,18,0,3.52,286.91,5.43,286.79
2021,1,18,1,4.01,289.11,6.09,288.95
2021,1,18,2,4.14,291.96,6.27,291.8
2021,1,18,3,4.03,292.34,6.16,292.27
2021,1,18,4,3.82,291.95,5.95,291.91
2021,1,18,5,3.58,291.92,5.61,291.82
2021,1,18,6,3.23,293.04,5.08,293.01
2021,1,18,7,3.45,292.33,4.78,292.29
2021,1,18,8,4.23,290.98,4.6,290.68
2021,1,18,9,4.49,288.37,4.85,287.65
2021,1,18,10,4.78,286.42,5.18,285.4
2021,1,18,11,5.18,286.19,5.63,285.29
2021,1,18,12,5.67,284.11,6.15,283.59
2021,1,18,13,6.02,280.01,6.54,279.98
2021,1,18,14,6.15,276.78,6.72,277.01
2021,1,18,15,5.95,277.4,6.52,277.5
2021,1,18,16,5.29,281.08,5.79,280.98
2021,1,18,17,4.13,284.9,4.69,284.87
2021,1,18,18,2.61,285.29,3.76,285.16
2021,1,18,19,1.89,284.15,2.9,284.04
2021,1,18,20,1.49,286.15,2.12,285.83
2021,1,18,21,1.06,288.03,1.41,287.43
2021,1,18,22,0.73,274.3,0.94,273.81
2021,1,18,23,0.78,245.75,1.01,245.81
2021,1,19,0,1.07,257.79,1.43,258.32
2021,1,19,1,1.35,279.3,1.81,279.42
2021,1,19,2,1.46,291.74,1.94,291.72
2021,1,19,3,1.45,297.53,1.94,297.39
2021,1,19,4,1.38,304.14,1.81,304.24
2021,1,19,5,1.24,313.73,1.6,313.61
2021,1,19,6,0.87,333.43,1.09,333.07
2021,1,19,7,0.73,38.95,0.87,38.1
2021,1,19,8,1.58,73.9,1.62,74.62
2021,1,19,9,2.31,84.17,2.35,84.84
2021,1,19,10,2.69,91.5,2.69,92.66
2021,1,19,11,2.69,97.5,2.66,98.96
2021,1,19,12,2.47,101.84,2.4,103.72
2021,1,19,13,2.15,102.82,2.04,105.31
2021,1,19,14,1.88,101.03,1.73,103.6
2021,1,19,15,1.79,94.26,1.6,95.88
2021,1,19,16,2.05,85.42,1.91,85.31
2021,1,19,17,2.46,78.83,2.43,78.33
2021,1,19,18,2.72,76.52,3.12,76.1
2021,1,19,19,2.82,74.88,3.69,74.52
2021,1,19,20,3.01,74.01,4.1,73.74
2021,1,19,21,2.96,71.09,4.19,70.86
2021,1,19,22,2.67,67.79,3.99,67.66
2021,1,19,23,2.52,64.23,3.89,64.05
2021,1,20,0,2.52,61.29,3.93,61.14
2021,1,20,1,2.6,59.04,4.06,58.79
2021,1,20,2,2.71,58.41,4.24,58.18
2021,1,20,3,2.86,58.53,4.46,58.31
2021,1,20,4,2.97,58.57,4.62,58.35
2021,1,20,5,3.02,58.32,4.69,58.0
2021,1,20,6,2.96,60.12,4.58,59.81
2021,1,20,7,3.15,64.26,4.46,63.7
2021,1,20,8,4.03,67.66,4.37,67.29
2021,1,20,9,4.17,70.31,4.44,70.16
2021,1,20,10,4.0,72.49,4.21,72.37
2021,1,20,11,3.76,75.67,3.92,75.58
2021,1,20,12,3.74,74.48,3.88,74.48
2021,1,20,13,3.76,72.21,3.91,72.07
2021,1,20,14,3.69,70.57,3.84,70.5
2021,1,20,15,3.7,68.04,3.86,67.79
2021,1,20,16,3.65,65.85,3.86,65.61
2021,1,20,17,3.5,66.3,3.89,66.06
2021,1,20,18,2.84,67.67,3.97,67.53
2021,1,20,19,2.69,69.4,4.15,69.38
2021,1,20,20,2.68,69.35,4.2,69.17
2021,1,20,21,2.66,67.57,4.16,67.58
2021,1,20,22,2.72,66.15,4.2,66.1
2021,1,20,23,2.83,67.11,4.37,67.06
2021,1,21,0,2.98,67.53,4.64,67.32
2021,1,21,1,3.09,65.18,4.81,65.14
2021,1,21,2,3.16,63.05,4.92,62.99
2021,1,21,3,3.31,62.41,5.16,62.43
2021,1,21,4,3.44,62.85,5.39,62.73
2021,1,21,5,3.5,63.78,5.49,63.65
2021,1,21,6,3.51,66.92,5.54,66.91
2021,1,21,7,3.78,71.04,5.68,71.07
2021,1,21,8,5.01,73.99,5.77,73.97
2021,1,21,9,5.54,75.38,6.05,75.34
2021,1,21,10,5.66,76.42,6.14,76.23
2021,1,21,11,5.53,76.77,5.97,76.53
2021,1,21,12,5.42,75.72,5.8,75.33
2021,1,21,13,5.35,73.79,5.71,73.4
2021,1,21,14,5.17,70.31,5.54,69.95
2021,1,21,15,4.95,66.67,5.34,66.44
2021,1,21,16,4.82,64.47,5.29,64.27
2021,1,21,17,4.5,63.75,5.38,63.51
2021,1,21,18,3.68,63.76,5.37,63.58
2021,1,21,19,3.37,63.85,5.27,63.66
2021,1,21,20,3.23,64.3,5.07,64.15
2021,1,21,21,3.09,64.73,4.84,64.59
2021,1,21,22,2.99,64.5,4.63,64.3
2021,1,21,23,2.93,63.23,4.5,63.08
2021,1,22,0,2.84,58.85,4.3,58.73
2021,1,22,1,2.7,51.81,4.03,51.77
2021,1,22,2,2.55,46.12,3.71,46.19
2021,1,22,3,2.39,42.88,3.42,43.06
2021,1,22,4,2.31,39.38,3.28,39.6
2021,1,22,5,2.36,36.11,3.34,36.25
2021,1,22,6,2.34,35.23,3.31,35.38
2021,1,22,7,2.2,36.34,3.21,36.4
2021,1,22,8,2.75,34.37,3.17,34.67
2021,1,22,9,3.06,30.69,3.23,30.96
2021,1,22,10,3.21,26.63,3.37,26.86
2021,1,22,11,3.38,23.01,3.54,23.4
2021,1,22,12,3.59,18.67,3.74,19.04
2021,1,22,13,3.79,15.67,3.93,16.16
2021,1,22,14,3.96,14.86,4.09,15.39
2021,1,22,15,4.01,11.92,4.15,12.49
2021,1,22,16,4.05,7.97,4.23,8.38
2021,1,22,17,4.06,3.09,4.37,3.38
2021,1,22,18,3.49,358.21,4.4,358.37
2021,1,22,19,3.03,355.41,4.45,355.77
2021,1,22,20,3.01,352.84,4.6,353.18
2021,1,22,21,3.09,351.42,4.8,352.05
2021,1,22,22,3.03,352.6,4.75,353.39
2021,1,22,23,2.88,353.78,4.49,354.71
2021,1,23,0,2.89,351.91,4.46,352.85
2021,1,23,1,3.05,347.71,4.71,348.62
2021,1,23,2,3.16,345.41,4.9,346.25
