-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 12/31/2011 through 01/01/2021 
Location: Latitude  1.7523   Longitude 127.9942 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 37.91 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
CLRSKY_SFC_SW_DWN     CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
SZA                   CERES SYN1deg Solar Zenith Angle (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,SZA
2011,12,31,9,366.96,611.38,50.91
2011,12,31,10,518.4,783.83,38.9
2011,12,31,11,515.52,895.42,29.27
2011,12,31,12,388.09,936.9,24.99
2011,12,31,13,314.9,904.58,28.61
2011,12,31,14,204.95,800.2,37.91
2011,12,31,15,129.09,632.6,49.79
2011,12,31,16,66.66,417.9,62.77
2011,12,31,17,24.99,181.8,76.25
2011,12,31,18,5.01,12.33,88.25
2011,12,31,19,0.0,0.0,-999.0
2011,12,31,20,0.0,0.0,-999.0
2011,12,31,21,0.0,0.0,-999.0
2011,12,31,22,0.0,0.0,-999.0
2011,12,31,23,0.0,0.0,-999.0
2012,1,1,0,0.0,0.0,-999.0
2012,1,1,1,0.0,0.0,-999.0
2012,1,1,2,0.0,0.0,-999.0
2012,1,1,3,0.0,0.0,-999.0
2012,1,1,4,0.0,0.0,-999.0
2012,1,1,5,0.0,0.0,-999.0
2012,1,1,6,6.75,7.33,88.86
2012,1,1,7,60.55,153.38,77.57
2012,1,1,8,140.72,387.98,64.05
2012,1,1,9,328.36,623.08,50.99
2012,1,1,10,473.39,796.38,38.95
2012,1,1,11,553.72,908.6,29.27
2012,1,1,12,629.01,942.25,24.92
2012,1,1,13,564.5,910.92,28.49
2012,1,1,14,402.01,808.3,37.77
2012,1,1,15,323.5,642.08,49.66
2012,1,1,16,147.79,427.75,62.64
2012,1,1,17,73.23,190.55,76.13
2012,1,1,18,9.11,13.52,88.2
2012,1,1,19,0.0,0.0,-999.0
2012,1,1,20,0.0,0.0,-999.0
2012,1,1,21,0.0,0.0,-999.0
2012,1,1,22,0.0,0.0,-999.0
2012,1,1,23,0.0,0.0,-999.0
2012,1,2,0,0.0,0.0,-999.0
2012,1,2,1,0.0,0.0,-999.0
2012,1,2,2,0.0,0.0,-999.0
2012,1,2,3,0.0,0.0,-999.0
2012,1,2,4,0.0,0.0,-999.0
2012,1,2,5,0.0,0.0,-999.0
2012,1,2,6,6.93,7.5,88.9
2012,1,2,7,82.94,162.58,77.66
2012,1,2,8,251.8,400.65,64.13
2012,1,2,9,412.12,620.15,51.06
2012,1,2,10,519.23,794.8,38.99
2012,1,2,11,614.34,907.62,29.27
2012,1,2,12,512.3,949.17,24.85
2012,1,2,13,352.75,916.1,28.37
2012,1,2,14,276.89,810.3,37.64
2012,1,2,15,257.89,643.0,49.52
2012,1,2,16,186.05,425.9,62.52
2012,1,2,17,46.38,190.52,76.02
2012,1,2,18,6.62,13.85,88.14
2012,1,2,19,0.0,0.0,-999.0
2012,1,2,20,0.0,0.0,-999.0
2012,1,2,21,0.0,0.0,-999.0
2012,1,2,22,0.0,0.0,-999.0
2012,1,2,23,0.0,0.0,-999.0
2012,1,3,0,0.0,0.0,-999.0
2012,1,3,1,0.0,0.0,-999.0
2012,1,3,2,0.0,0.0,-999.0
2012,1,3,3,0.0,0.0,-999.0
2012,1,3,4,0.0,0.0,-999.0
2012,1,3,5,0.0,0.0,-999.0
2012,1,3,6,8.38,7.02,88.95
2012,1,3,7,127.52,155.65,77.76
2012,1,3,8,386.98,393.1,64.22
2012,1,3,9,581.01,613.12,51.12
2012,1,3,10,704.72,788.52,39.02
2012,1,3,11,718.78,901.42,29.25
2012,1,3,12,761.61,938.55,24.77
2012,1,3,13,830.41,904.52,28.23
2012,1,3,14,599.78,797.55,37.5
2012,1,3,15,464.37,629.08,49.39
2012,1,3,16,295.3,413.65,62.39
2012,1,3,17,109.34,178.17,75.9
2012,1,3,18,14.2,13.2,88.08
2012,1,3,19,0.0,0.0,-999.0
2012,1,3,20,0.0,0.0,-999.0
2012,1,3,21,0.0,0.0,-999.0
2012,1,3,22,0.0,0.0,-999.0
2012,1,3,23,0.0,0.0,-999.0
2012,1,4,0,0.0,0.0,-999.0
2012,1,4,1,0.0,0.0,-999.0
2012,1,4,2,0.0,0.0,-999.0
2012,1,4,3,0.0,0.0,-999.0
2012,1,4,4,0.0,0.0,-999.0
2012,1,4,5,0.0,0.0,-999.0
2012,1,4,6,8.2,6.23,88.98
2012,1,4,7,112.67,138.3,77.85
2012,1,4,8,324.09,368.48,64.3
2012,1,4,9,485.18,588.8,51.19
2012,1,4,10,593.45,765.12,39.06
2012,1,4,11,728.2,887.7,29.23
2012,1,4,12,707.79,938.5,24.68
2012,1,4,13,754.35,906.65,28.1
2012,1,4,14,678.28,802.42,37.36
2012,1,4,15,437.36,634.83,49.26
2012,1,4,16,273.9,419.52,62.27
2012,1,4,17,113.09,183.2,75.77
2012,1,4,18,13.02,13.7,88.02
2012,1,4,19,0.0,0.0,-999.0
2012,1,4,20,0.0,0.0,-999.0
2012,1,4,21,0.0,0.0,-999.0
2012,1,4,22,0.0,0.0,-999.0
2012,1,4,23,0.0,0.0,-999.0
2012,1,5,0,0.0,0.0,-999.0
2012,1,5,1,0.0,0.0,-999.0
2012,1,5,2,0.0,0.0,-999.0
2012,1,5,3,0.0,0.0,-999.0
2012,1,5,4,0.0,0.0,-999.0
2012,1,5,5,0.0,0.0,-999.0
2012,1,5,6,7.12,6.1,89.02
2012,1,5,7,85.86,146.45,77.95
2012,1,5,8,254.55,382.83,64.38
2012,1,5,9,438.56,604.0,51.24
2012,1,5,10,623.44,779.92,39.09
2012,1,5,11,686.74,895.1,29.21
2012,1,5,12,747.72,935.9,24.58
2012,1,5,13,604.36,906.3,27.96
2012,1,5,14,335.15,802.8,37.22
2012,1,5,15,232.2,636.27,49.12
2012,1,5,16,126.57,422.88,62.14
2012,1,5,17,81.05,187.67,75.66
2012,1,5,18,13.25,14.55,87.96
2012,1,5,19,0.0,0.0,-999.0
2012,1,5,20,0.0,0.0,-999.0
2012,1,5,21,0.0,0.0,-999.0
2012,1,5,22,0.0,0.0,-999.0
2012,1,5,23,0.0,0.0,-999.0
2012,1,6,0,0.0,0.0,-999.0
2012,1,6,1,0.0,0.0,-999.0
2012,1,6,2,0.0,0.0,-999.0
2012,1,6,3,0.0,0.0,-999.0
2012,1,6,4,0.0,0.0,-999.0
2012,1,6,5,0.0,0.0,-999.0
2012,1,6,6,8.62,6.3,89.05
2012,1,6,7,115.59,154.9,78.04
2012,1,6,8,312.62,393.17,64.45
2012,1,6,9,500.73,613.2,51.3
2012,1,6,10,617.16,788.2,39.11
2012,1,6,11,734.47,902.2,29.18
2012,1,6,12,586.37,936.95,24.48
2012,1,6,13,478.9,907.27,27.81
2012,1,6,14,356.14,804.85,37.07
2012,1,6,15,294.8,639.25,48.98
2012,1,6,16,170.4,426.02,62.01
2012,1,6,17,56.92,188.67,75.54
2012,1,6,18,10.38,14.98,87.9
2012,1,6,19,0.0,0.0,-999.0
2012,1,6,20,0.0,0.0,-999.0
2012,1,6,21,0.0,0.0,-999.0
2012,1,6,22,0.0,0.0,-999.0
2012,1,6,23,0.0,0.0,-999.0
2012,1,7,0,0.0,0.0,-999.0
2012,1,7,1,0.0,0.0,-999.0
2012,1,7,2,0.0,0.0,-999.0
2012,1,7,3,0.0,0.0,-999.0
2012,1,7,4,0.0,0.0,-999.0
2012,1,7,5,0.0,0.0,-999.0
2012,1,7,6,3.41,5.88,89.09
2012,1,7,7,27.21,150.52,78.12
2012,1,7,8,61.44,388.58,64.52
2012,1,7,9,118.62,610.73,51.35
2012,1,7,10,222.14,787.4,39.13
2012,1,7,11,351.52,902.9,29.14
2012,1,7,12,352.78,946.95,24.37
2012,1,7,13,366.8,916.1,27.66
2012,1,7,14,363.87,812.85,36.91
2012,1,7,15,312.66,646.9,48.84
2012,1,7,16,225.32,432.67,61.88
2012,1,7,17,97.34,195.5,75.42
2012,1,7,18,12.38,15.88,87.84
2012,1,7,19,0.0,0.0,-999.0
2012,1,7,20,0.0,0.0,-999.0
2012,1,7,21,0.0,0.0,-999.0
2012,1,7,22,0.0,0.0,-999.0
2012,1,7,23,0.0,0.0,-999.0
2012,1,8,0,0.0,0.0,-999.0
2012,1,8,1,0.0,0.0,-999.0
2012,1,8,2,0.0,0.0,-999.0
2012,1,8,3,0.0,0.0,-999.0
2012,1,8,4,0.0,0.0,-999.0
2012,1,8,5,0.0,0.0,-999.0
2012,1,8,6,6.13,5.58,89.12
2012,1,8,7,50.84,146.12,78.21
2012,1,8,8,178.8,383.8,64.59
2012,1,8,9,258.87,605.77,51.4
2012,1,8,10,318.36,788.6,39.14
2012,1,8,11,468.0,905.75,29.1
2012,1,8,12,535.38,939.27,24.25
2012,1,8,13,481.17,910.33,27.5
2012,1,8,14,405.17,808.62,36.76
2012,1,8,15,390.29,643.45,48.7
2012,1,8,16,248.84,429.23,61.75
2012,1,8,17,76.66,192.67,75.31
2012,1,8,18,12.14,16.1,87.78
2012,1,8,19,0.0,0.0,-999.0
2012,1,8,20,0.0,0.0,-999.0
2012,1,8,21,0.0,0.0,-999.0
2012,1,8,22,0.0,0.0,-999.0
2012,1,8,23,0.0,0.0,-999.0
2012,1,9,0,0.0,0.0,-999.0
2012,1,9,1,0.0,0.0,-999.0
2012,1,9,2,0.0,0.0,-999.0
2012,1,9,3,0.0,0.0,-999.0
2012,1,9,4,0.0,0.0,-999.0
2012,1,9,5,0.0,0.0,-999.0
2012,1,9,6,6.55,5.4,89.16
2012,1,9,7,113.1,142.02,78.29
2012,1,9,8,333.59,374.48,64.66
2012,1,9,9,492.34,589.58,51.45
2012,1,9,10,702.98,770.45,39.15
2012,1,9,11,802.16,889.15,29.05
2012,1,9,12,747.75,948.0,24.12
2012,1,9,13,669.94,918.3,27.34
2012,1,9,14,720.12,816.42,36.6
2012,1,9,15,466.32,653.08,48.55
2012,1,9,16,291.96,439.0,61.62
2012,1,9,17,122.73,200.33,75.2
2012,1,9,18,15.55,17.1,87.72
2012,1,9,19,0.0,0.0,-999.0
2012,1,9,20,0.0,0.0,-999.0
2012,1,9,21,0.0,0.0,-999.0
2012,1,9,22,0.0,0.0,-999.0
2012,1,9,23,0.0,0.0,-999.0
2012,1,10,0,0.0,0.0,-999.0
2012,1,10,1,0.0,0.0,-999.0
2012,1,10,2,0.0,0.0,-999.0
2012,1,10,3,0.0,0.0,-999.0
2012,1,10,4,0.0,0.0,-999.0
2012,1,10,5,0.0,0.0,-999.0
2012,1,10,6,6.22,5.27,89.19
2012,1,10,7,111.84,145.95,78.38
2012,1,10,8,320.02,382.92,64.72
2012,1,10,9,519.58,606.48,51.48
2012,1,10,10,664.48,785.6,39.16
2012,1,10,11,687.03,904.4,29.0
2012,1,10,12,757.06,949.8,23.99
2012,1,10,13,730.87,921.45,27.17
2012,1,10,14,598.18,820.75,36.45
2012,1,10,15,442.21,656.05,48.41
2012,1,10,16,277.52,442.48,61.49
2012,1,10,17,114.63,204.65,75.08
2012,1,10,18,15.58,18.12,87.66
2012,1,10,19,0.0,0.0,-999.0
2012,1,10,20,0.0,0.0,-999.0
2012,1,10,21,0.0,0.0,-999.0
2012,1,10,22,0.0,0.0,-999.0
2012,1,10,23,0.0,0.0,-999.0
2012,1,11,0,0.0,0.0,-999.0
2012,1,11,1,0.0,0.0,-999.0
2012,1,11,2,0.0,0.0,-999.0
2012,1,11,3,0.0,0.0,-999.0
2012,1,11,4,0.0,0.0,-999.0
2012,1,11,5,0.0,0.0,-999.0
2012,1,11,6,7.14,5.12,89.22
2012,1,11,7,123.23,147.6,78.45
2012,1,11,8,370.16,388.23,64.78
2012,1,11,9,591.32,613.38,51.52
2012,1,11,10,748.56,793.58,39.16
2012,1,11,11,889.57,912.65,28.94
2012,1,11,12,882.17,959.3,23.86
2012,1,11,13,879.73,931.7,27.0
2012,1,11,14,787.84,829.67,36.28
2012,1,11,15,571.16,663.9,48.27
2012,1,11,16,390.58,447.48,61.37
2012,1,11,17,152.21,206.9,74.97
2012,1,11,18,16.58,18.58,87.6
2012,1,11,19,0.0,0.0,-999.0
2012,1,11,20,0.0,0.0,-999.0
2012,1,11,21,0.0,0.0,-999.0
2012,1,11,22,0.0,0.0,-999.0
2012,1,11,23,0.0,0.0,-999.0
2012,1,12,0,0.0,0.0,-999.0
2012,1,12,1,0.0,0.0,-999.0
2012,1,12,2,0.0,0.0,-999.0
2012,1,12,3,0.0,0.0,-999.0
2012,1,12,4,0.0,0.0,-999.0
2012,1,12,5,0.0,0.0,-999.0
2012,1,12,6,7.05,4.88,89.25
2012,1,12,7,93.66,144.52,78.52
2012,1,12,8,275.22,384.3,64.84
2012,1,12,9,455.49,609.02,51.55
2012,1,12,10,640.27,788.95,39.15
2012,1,12,11,716.16,907.58,28.88
2012,1,12,12,776.66,955.65,23.71
2012,1,12,13,722.9,927.88,26.82
2012,1,12,14,576.43,827.4,36.12
2012,1,12,15,381.73,660.7,48.12
2012,1,12,16,262.39,444.4,61.24
2012,1,12,17,89.69,205.52,74.85
2012,1,12,18,14.81,18.83,87.54
2012,1,12,19,0.0,0.0,-999.0
2012,1,12,20,0.0,0.0,-999.0
2012,1,12,21,0.0,0.0,-999.0
2012,1,12,22,0.0,0.0,-999.0
2012,1,12,23,0.0,0.0,-999.0
2012,1,13,0,0.0,0.0,-999.0
2012,1,13,1,0.0,0.0,-999.0
2012,1,13,2,0.0,0.0,-999.0
2012,1,13,3,0.0,0.0,-999.0
2012,1,13,4,0.0,0.0,-999.0
2012,1,13,5,0.0,0.0,-999.0
2012,1,13,6,7.02,4.7,89.27
2012,1,13,7,99.12,143.23,78.59
2012,1,13,8,279.59,383.35,64.89
2012,1,13,9,468.27,608.6,51.58
2012,1,13,10,646.22,789.52,39.14
2012,1,13,11,753.75,909.3,28.8
2012,1,13,12,787.52,946.9,23.56
2012,1,13,13,751.23,919.92,26.63
2012,1,13,14,683.95,819.08,35.95
2012,1,13,15,400.07,653.12,47.98
2012,1,13,16,241.67,438.05,61.11
2012,1,13,17,84.24,200.15,74.74
2012,1,13,18,16.37,18.45,87.48
2012,1,13,19,0.0,0.0,-999.0
2012,1,13,20,0.0,0.0,-999.0
2012,1,13,21,0.0,0.0,-999.0
2012,1,13,22,0.0,0.0,-999.0
2012,1,13,23,0.0,0.0,-999.0
2012,1,14,0,0.0,0.0,-999.0
2012,1,14,1,0.0,0.0,-999.0
2012,1,14,2,0.0,0.0,-999.0
2012,1,14,3,0.0,0.0,-999.0
2012,1,14,4,0.0,0.0,-999.0
2012,1,14,5,0.0,0.0,-999.0
2012,1,14,6,6.92,4.1,89.3
2012,1,14,7,82.9,124.55,78.66
2012,1,14,8,234.29,357.92,64.94
2012,1,14,9,374.53,586.9,51.6
2012,1,14,10,582.01,772.73,39.12
2012,1,14,11,439.67,895.12,28.73
2012,1,14,12,475.62,938.5,23.41
2012,1,14,13,443.46,912.2,26.45
2012,1,14,14,380.34,812.08,35.77
2012,1,14,15,310.8,648.58,47.83
2012,1,14,16,197.76,434.45,60.98
2012,1,14,17,55.8,197.6,74.63
2012,1,14,18,12.84,18.42,87.42
2012,1,14,19,0.0,0.0,-999.0
2012,1,14,20,0.0,0.0,-999.0
2012,1,14,21,0.0,0.0,-999.0
2012,1,14,22,0.0,0.0,-999.0
2012,1,14,23,0.0,0.0,-999.0
2012,1,15,0,0.0,0.0,-999.0
2012,1,15,1,0.0,0.0,-999.0
2012,1,15,2,0.0,0.0,-999.0
2012,1,15,3,0.0,0.0,-999.0
2012,1,15,4,0.0,0.0,-999.0
2012,1,15,5,0.0,0.0,-999.0
2012,1,15,6,6.84,4.0,89.33
2012,1,15,7,62.4,125.92,78.73
2012,1,15,8,191.83,356.88,64.98
2012,1,15,9,351.65,588.1,51.62
2012,1,15,10,547.59,773.33,39.1
2012,1,15,11,709.94,899.4,28.64
2012,1,15,12,644.24,929.83,23.24
2012,1,15,13,736.75,904.98,26.26
2012,1,15,14,689.12,805.5,35.6
2012,1,15,15,427.95,640.77,47.68
2012,1,15,16,292.28,427.02,60.86
2012,1,15,17,123.91,192.75,74.52
2012,1,15,18,18.76,18.15,87.37
2012,1,15,19,0.0,0.0,-999.0
2012,1,15,20,0.0,0.0,-999.0
2012,1,15,21,0.0,0.0,-999.0
2012,1,15,22,0.0,0.0,-999.0
2012,1,15,23,0.0,0.0,-999.0
2012,1,16,0,0.0,0.0,-999.0
2012,1,16,1,0.0,0.0,-999.0
2012,1,16,2,0.0,0.0,-999.0
2012,1,16,3,0.0,0.0,-999.0
2012,1,16,4,0.0,0.0,-999.0
2012,1,16,5,0.0,0.0,-999.0
2012,1,16,6,6.21,3.75,89.35
2012,1,16,7,50.09,122.77,78.8
2012,1,16,8,183.95,355.27,65.02
2012,1,16,9,340.47,583.15,51.63
2012,1,16,10,482.86,767.83,39.08
2012,1,16,11,721.52,890.8,28.55
2012,1,16,12,789.95,943.92,23.07
2012,1,16,13,775.96,921.6,26.05
2012,1,16,14,710.66,825.27,35.43
2012,1,16,15,500.21,662.4,47.53
2012,1,16,16,323.91,448.42,60.73
2012,1,16,17,150.7,209.42,74.42
2012,1,16,18,19.08,20.48,87.31
2012,1,16,19,0.0,0.0,-999.0
2012,1,16,20,0.0,0.0,-999.0
2012,1,16,21,0.0,0.0,-999.0
2012,1,16,22,0.0,0.0,-999.0
2012,1,16,23,0.0,0.0,-999.0
2012,1,17,0,0.0,0.0,-999.0
2012,1,17,1,0.0,0.0,-999.0
2012,1,17,2,0.0,0.0,-999.0
2012,1,17,3,0.0,0.0,-999.0
2012,1,17,4,0.0,0.0,-999.0
2012,1,17,5,0.0,0.0,-999.0
2012,1,17,6,7.19,3.83,89.37
2012,1,17,7,102.84,133.88,78.86
2012,1,17,8,310.2,373.92,65.07
2012,1,17,9,503.8,602.25,51.65
2012,1,17,10,662.39,786.7,39.05
2012,1,17,11,738.22,909.42,28.45
2012,1,17,12,678.51,943.27,22.89
2012,1,17,13,688.71,918.5,25.86
2012,1,17,14,502.79,819.6,35.25
2012,1,17,15,389.19,656.65,47.38
2012,1,17,16,244.53,442.85,60.61
2012,1,17,17,103.49,205.25,74.31
2012,1,17,18,15.27,20.2,87.26
2012,1,17,19,0.0,0.0,-999.0
2012,1,17,20,0.0,0.0,-999.0
2012,1,17,21,0.0,0.0,-999.0
2012,1,17,22,0.0,0.0,-999.0
2012,1,17,23,0.0,0.0,-999.0
2012,1,18,0,0.0,0.0,-999.0
2012,1,18,1,0.0,0.0,-999.0
2012,1,18,2,0.0,0.0,-999.0
2012,1,18,3,0.0,0.0,-999.0
2012,1,18,4,0.0,0.0,-999.0
2012,1,18,5,0.0,0.0,-999.0
2012,1,18,6,6.83,3.83,89.39
2012,1,18,7,113.02,135.95,78.91
2012,1,18,8,335.05,375.8,65.1
2012,1,18,9,533.31,603.35,51.65
2012,1,18,10,717.4,787.4,39.02
2012,1,18,11,856.98,909.8,28.36
2012,1,18,12,757.35,957.88,22.71
2012,1,18,13,820.73,932.6,25.65
2012,1,18,14,700.96,833.3,35.08
2012,1,18,15,418.08,668.95,47.23
2012,1,18,16,259.27,452.95,60.48
2012,1,18,17,127.41,212.52,74.21
2012,1,18,18,19.18,21.42,87.2
2012,1,18,19,0.0,0.0,-999.0
2012,1,18,20,0.0,0.0,-999.0
2012,1,18,21,0.0,0.0,-999.0
2012,1,18,22,0.0,0.0,-999.0
2012,1,18,23,0.0,0.0,-999.0
2012,1,19,0,0.0,0.0,-999.0
2012,1,19,1,0.0,0.0,-999.0
2012,1,19,2,0.0,0.0,-999.0
2012,1,19,3,0.0,0.0,-999.0
2012,1,19,4,0.0,0.0,-999.0
2012,1,19,5,0.0,0.0,-999.0
2012,1,19,6,6.94,3.62,89.41
2012,1,19,7,70.04,131.83,78.97
2012,1,19,8,236.12,370.5,65.13
2012,1,19,9,403.91,598.33,51.66
2012,1,19,10,644.61,782.98,38.98
2012,1,19,11,733.5,905.77,28.25
2012,1,19,12,729.62,950.1,22.52
2012,1,19,13,684.41,925.48,25.44
2012,1,19,14,505.52,826.88,34.9
2012,1,19,15,301.2,662.12,47.09
2012,1,19,16,239.37,447.15,60.37
2012,1,19,17,82.95,208.4,74.11
2012,1,19,18,19.42,21.12,87.14
2012,1,19,19,0.0,0.0,-999.0
2012,1,19,20,0.0,0.0,-999.0
2012,1,19,21,0.0,0.0,-999.0
2012,1,19,22,0.0,0.0,-999.0
2012,1,19,23,0.0,0.0,-999.0
2012,1,20,0,0.0,0.0,-999.0
2012,1,20,1,0.0,0.0,-999.0
2012,1,20,2,0.0,0.0,-999.0
2012,1,20,3,0.0,0.0,-999.0
2012,1,20,4,0.0,0.0,-999.0
2012,1,20,5,0.0,0.0,-999.0
2012,1,20,6,0.0,0.0,-999.0
2012,1,20,7,78.47,145.52,78.44
2012,1,20,8,220.13,377.58,65.16
2012,1,20,9,390.21,606.1,51.66
2012,1,20,10,556.8,790.55,38.93
2012,1,20,11,729.15,913.38,28.14
2012,1,20,12,661.64,954.52,22.33
2012,1,20,13,554.87,932.15,25.23
2012,1,20,14,531.12,834.92,34.72
2012,1,20,15,247.09,670.92,46.95
2012,1,20,16,182.38,456.77,60.24
2012,1,20,17,89.12,216.38,74.01
2012,1,20,18,17.13,22.6,87.09
2012,1,20,19,0.0,0.0,-999.0
2012,1,20,20,0.0,0.0,-999.0
2012,1,20,21,0.0,0.0,-999.0
2012,1,20,22,0.0,0.0,-999.0
2012,1,20,23,0.0,0.0,-999.0
2012,1,21,0,0.0,0.0,-999.0
2012,1,21,1,0.0,0.0,-999.0
2012,1,21,2,0.0,0.0,-999.0
2012,1,21,3,0.0,0.0,-999.0
2012,1,21,4,0.0,0.0,-999.0
2012,1,21,5,0.0,0.0,-999.0
2012,1,21,6,0.0,0.0,-999.0
2012,1,21,7,87.2,143.23,78.51
2012,1,21,8,264.77,375.4,65.19
2012,1,21,9,410.79,604.83,51.65
2012,1,21,10,665.63,790.33,38.88
2012,1,21,11,627.86,914.8,28.02
2012,1,21,12,684.37,961.6,22.12
2012,1,21,13,705.59,937.88,25.01
2012,1,21,14,507.59,838.92,34.54
2012,1,21,15,424.14,674.17,46.8
2012,1,21,16,258.68,458.6,60.12
2012,1,21,17,112.56,217.12,73.91
2012,1,21,18,18.4,22.83,87.04
2012,1,21,19,0.0,0.0,-999.0
2012,1,21,20,0.0,0.0,-999.0
2012,1,21,21,0.0,0.0,-999.0
2012,1,21,22,0.0,0.0,-999.0
2012,1,21,23,0.0,0.0,-999.0
2012,1,22,0,0.0,0.0,-999.0
2012,1,22,1,0.0,0.0,-999.0
2012,1,22,2,0.0,0.0,-999.0
2012,1,22,3,0.0,0.0,-999.0
2012,1,22,4,0.0,0.0,-999.0
2012,1,22,5,0.0,0.0,-999.0
2012,1,22,6,0.0,0.0,-999.0
2012,1,22,7,92.4,136.6,78.57
2012,1,22,8,258.11,367.38,65.21
2012,1,22,9,453.33,595.52,51.64
2012,1,22,10,560.66,780.92,38.84
2012,1,22,11,680.69,904.92,27.91
2012,1,22,12,730.41,957.5,21.92
2012,1,22,13,657.41,933.05,24.79
2012,1,22,14,590.56,835.0,34.35
2012,1,22,15,333.16,670.8,46.66
2012,1,22,16,201.97,454.92,60.01
2012,1,22,17,78.93,213.42,73.82
2012,1,22,18,13.48,22.4,86.98
2012,1,22,19,0.0,0.0,-999.0
2012,1,22,20,0.0,0.0,-999.0
2012,1,22,21,0.0,0.0,-999.0
2012,1,22,22,0.0,0.0,-999.0
2012,1,22,23,0.0,0.0,-999.0
2012,1,23,0,0.0,0.0,-999.0
2012,1,23,1,0.0,0.0,-999.0
2012,1,23,2,0.0,0.0,-999.0
2012,1,23,3,0.0,0.0,-999.0
2012,1,23,4,0.0,0.0,-999.0
2012,1,23,5,0.0,0.0,-999.0
2012,1,23,6,0.0,0.0,-999.0
2012,1,23,7,72.6,136.73,78.62
2012,1,23,8,217.39,365.45,65.23
2012,1,23,9,395.4,593.3,51.63
2012,1,23,10,548.23,778.8,38.77
2012,1,23,11,662.95,902.8,27.78
2012,1,23,12,705.74,955.1,21.71
2012,1,23,13,610.77,931.23,24.56
2012,1,23,14,732.6,832.52,34.17
2012,1,23,15,396.06,668.2,46.51
2012,1,23,16,238.29,452.58,59.89
2012,1,23,17,98.02,211.95,73.73
2012,1,23,18,19.5,22.62,86.94
2012,1,23,19,0.0,0.0,-999.0
2012,1,23,20,0.0,0.0,-999.0
2012,1,23,21,0.0,0.0,-999.0
2012,1,23,22,0.0,0.0,-999.0
2012,1,23,23,0.0,0.0,-999.0
2012,1,24,0,0.0,0.0,-999.0
2012,1,24,1,0.0,0.0,-999.0
2012,1,24,2,0.0,0.0,-999.0
2012,1,24,3,0.0,0.0,-999.0
2012,1,24,4,0.0,0.0,-999.0
2012,1,24,5,0.0,0.0,-999.0
2012,1,24,6,0.0,0.0,-999.0
2012,1,24,7,94.79,135.7,78.68
2012,1,24,8,269.07,366.77,65.24
2012,1,24,9,481.6,596.48,51.62
2012,1,24,10,723.37,782.8,38.72
2012,1,24,11,789.14,907.17,27.65
2012,1,24,12,706.66,951.02,21.49
2012,1,24,13,719.22,927.02,24.34
2012,1,24,14,629.01,827.48,33.98
2012,1,24,15,414.84,662.1,46.37
2012,1,24,16,275.36,445.62,59.77
2012,1,24,17,108.29,206.45,73.63
2012,1,24,18,10.38,22.12,86.89
2012,1,24,19,0.0,0.0,-999.0
2012,1,24,20,0.0,0.0,-999.0
2012,1,24,21,0.0,0.0,-999.0
2012,1,24,22,0.0,0.0,-999.0
2012,1,24,23,0.0,0.0,-999.0
2012,1,25,0,0.0,0.0,-999.0
2012,1,25,1,0.0,0.0,-999.0
2012,1,25,2,0.0,0.0,-999.0
2012,1,25,3,0.0,0.0,-999.0
2012,1,25,4,0.0,0.0,-999.0
2012,1,25,5,0.0,0.0,-999.0
2012,1,25,6,0.0,0.0,-999.0
2012,1,25,7,73.05,120.83,78.73
2012,1,25,8,213.52,345.9,65.26
2012,1,25,9,381.26,576.48,51.59
2012,1,25,10,466.15,765.77,38.65
2012,1,25,11,714.08,893.02,27.51
2012,1,25,12,720.44,947.25,21.27
2012,1,25,13,552.38,923.85,24.1
2012,1,25,14,363.07,825.25,33.8
2012,1,25,15,149.96,666.6,46.22
2012,1,25,16,123.19,454.77,59.66
2012,1,25,17,53.98,215.45,73.55
2012,1,25,18,13.49,23.85,86.84
2012,1,25,19,0.0,0.0,-999.0
2012,1,25,20,0.0,0.0,-999.0
2012,1,25,21,0.0,0.0,-999.0
2012,1,25,22,0.0,0.0,-999.0
2012,1,25,23,0.0,0.0,-999.0
2012,1,26,0,0.0,0.0,-999.0
2012,1,26,1,0.0,0.0,-999.0
2012,1,26,2,0.0,0.0,-999.0
2012,1,26,3,0.0,0.0,-999.0
2012,1,26,4,0.0,0.0,-999.0
2012,1,26,5,0.0,0.0,-999.0
2012,1,26,6,0.0,0.0,-999.0
2012,1,26,7,94.28,129.1,78.77
2012,1,26,8,304.8,358.7,65.27
2012,1,26,9,498.83,588.77,51.57
2012,1,26,10,635.02,776.62,38.59
2012,1,26,11,692.02,903.58,27.37
2012,1,26,12,683.02,963.15,21.04
2012,1,26,13,711.95,941.2,23.87
2012,1,26,14,596.6,843.52,33.62
2012,1,26,15,438.63,680.27,46.08
2012,1,26,16,247.44,463.9,59.55
2012,1,26,17,125.7,221.38,73.46
2012,1,26,18,22.69,24.9,86.8
